,game_id,game_date,away_team,home_team,pregame_odds,total_over_points,total_over_stake_percentage,total_over_wager_percentage,total_over_odds,total_over_decimal_odds,total_over_won,total_under_points,total_under_stake_percentage,total_under_wager_percentage,total_under_odds,total_under_decimal_odds,total_under_won,money_away_odds,money_away_decimal_odds,money_away_stake_percentage,money_away_wager_percentage,money_away_won,money_home_odds,money_home_decimal_odds,money_home_stake_percentage,money_home_wager_percentage,money_home_won,spread_away_points,spread_away_odds,spread_away_decimal_odds,spread_away_stake_percentage,spread_away_wager_percentage,spread_away_won,spread_home_points,spread_home_odds,spread_home_decimal_odds,spread_home_stake_percentage,spread_home_wager_percentage,spread_home_won
0,nba.g.2022101908,2022-10-19-10:00,Orlando,Detroit,"-3.5, O/U 214.5",214.5,78.19,76.98,-115,1.870,True,214.5,21.8,23.02,-105,1.950,False,135,2.350,68.89,19.65,False,-160,1.620,31.09,80.35,True,3.5,-110.0,1.910,72.97,68.23,False,-3.5,-110.0,1.910,27.03,31.77,True
0,nba.g.2022101911,2022-10-19-10:00,Washington,Indiana,"-2.5, O/U 228.5",228.5,51.21,61.77,-110,1.910,False,228.5,48.79,38.23,-110,1.910,True,-140,1.720,34.43,67.92,True,115,2.150,65.57,32.08,False,-2.5,-110.0,1.910,55.49,62.33,True,2.5,-110.0,1.910,44.51,37.67,False
0,nba.g.2022101914,2022-10-19-10:00,Chicago,Miami,"-7.5, O/U 216.5",216.5,,,-110,1.910,True,216.5,,,-110,1.910,False,240,3.400,,,True,-300,1.330,,,False,7.5,-110.0,1.910,,,True,-7.5,-110.0,1.910,,,False
0,nba.g.2022101916,2022-10-19-10:00,Oklahoma City,Minnesota,"-11.5, O/U 226.5",226.5,81.66,80.31,-105,1.950,False,226.5,18.34,19.69,-115,1.870,True,450,5.500,30.19,3.29,False,-650,1.160,69.81,96.71,True,11.5,-110.0,1.910,32.58,43.25,True,-11.5,-110.0,1.910,67.42,56.75,False
0,nba.g.2022101917,2022-10-19-10:00,New Orleans,Brooklyn,"-2.5, O/U 231.5",231.5,62.72,64.11,-115,1.870,True,231.5,37.28,35.89,-105,1.950,False,125,2.250,12.68,11.25,True,-150,1.670,87.33,88.75,False,2.5,-105.0,1.950,42.27,34.33,True,-2.5,-115.0,1.870,57.73,65.67,False
0,nba.g.2022101921,2022-10-19-10:00,Dallas,Phoenix,"-4.5, O/U 218.5",218.5,86.07,78.57,-110,1.910,False,218.5,13.92,21.43,-110,1.910,True,150,2.500,29.52,12.5,False,-185,1.550,70.48,87.5,True,4.5,-110.0,1.910,64.46,46.55,True,-4.5,-110.0,1.910,35.54,53.45,False
0,nba.g.2022101923,2022-10-19-10:00,Portland,Sacramento,"-3.5, O/U 229.5",229.5,73.61,68.63,-115,1.870,False,229.5,26.4,31.37,-105,1.950,True,125,2.250,10.36,17.4,True,-155,1.650,89.64,82.6,False,3.5,-115.0,1.870,7.86,9.26,True,-3.5,-105.0,1.950,92.14,90.74,False
0,nba.g.2022101924,2022-10-19-10:00,Charlotte,San Antonio,"-1.5, O/U 221.5",216.5,51.7,67.6,-165,1.600,True,216.5,48.3,32.4,135,2.350,False,-110,1.910,35.64,60.03,True,-110,1.910,64.36,39.97,False,-1.5,100.0,2.000,55.95,53.62,True,1.5,-120.0,1.830,44.05,46.38,False
0,nba.g.2022101926,2022-10-19-10:00,Denver,Utah,"-6.5, O/U 225.5",225.5,79.88,77.23,-110,1.910,False,225.5,20.13,22.77,-110,1.910,True,-275,1.360,91.31,89.1,False,225,3.250,8.69,10.9,True,-6.5,-115.0,1.870,91.85,81.42,False,6.5,-105.0,1.950,8.15,18.58,True
0,nba.g.2022101928,2022-10-19-10:00,Cleveland,Toronto,"-2.5, O/U 216.5",216.5,90.58,86.84,-110,1.910,False,216.5,9.41,13.16,-110,1.910,True,120,2.200,56.52,17.64,False,-145,1.700,43.48,82.36,True,2.5,-110.0,1.910,66.03,50.87,False,-2.5,-110.0,1.910,33.97,49.13,True
0,nba.g.2022101929,2022-10-19-10:00,New York,Memphis,"-4.5, O/U 226.5",226.5,74.3,74.25,-110,1.910,True,226.5,25.7,25.75,-110,1.910,False,155,2.550,9.4,7.61,False,-190,1.530,90.6,92.39,True,4.5,-105.0,1.950,34.68,36.95,True,-4.5,-115.0,1.870,65.32,63.05,False
0,nba.g.2022102013,2022-10-20-10:00,LA Clippers,LA Lakers,"-4.5, O/U 226.5",226.5,84.77,69.14,-110,1.910,False,226.5,15.22,30.86,-110,1.910,True,-190,1.530,60.91,69.86,True,155,2.550,39.1,30.14,False,-4.5,-110.0,1.910,55.25,40.85,True,4.5,-110.0,1.910,44.75,59.15,False
0,nba.g.2022102020,2022-10-20-10:00,Milwaukee,Philadelphia,"-4.5, O/U 223.5",223.5,64.13,63.95,-110,1.910,False,223.5,35.86,36.05,-110,1.910,True,145,2.450,51.61,16.59,True,-175,1.570,48.39,83.41,False,4.5,-115.0,1.870,56.53,64.3,True,-4.5,-105.0,1.950,43.47,35.7,False
0,nba.g.2022102101,2022-10-21-10:00,Orlando,Atlanta,"-9.5, O/U 225.5",225.5,70.53,67.98,-110,1.910,False,225.5,29.48,32.02,-110,1.910,True,300,4.000,9.59,4.66,False,-400,1.250,90.41,95.34,True,9.5,-115.0,1.870,35.48,35.11,False,-9.5,-105.0,1.950,64.52,64.89,True
0,nba.g.2022102109,2022-10-21-10:00,Denver,Golden State,"-5.5, O/U 229.5",229.5,82.02,83.78,-110,1.910,True,229.5,17.97,16.22,-110,1.910,False,180,2.800,2.02,4.55,True,-225,1.450,98.0,95.45,False,5.5,-110.0,1.910,13.04,10.13,True,-5.5,-110.0,1.910,86.96,89.87,False
0,nba.g.2022102110,2022-10-21-10:00,Memphis,Houston,"-6.5, O/U 232.5",232.5,76.78,77.09,-110,1.910,True,232.5,23.21,22.91,-110,1.910,False,-275,1.360,99.64,87.21,True,220,3.200,0.37,12.79,False,-6.5,-115.0,1.870,82.47,78.44,True,6.5,-105.0,1.950,17.53,21.56,False
0,nba.g.2022102111,2022-10-21-10:00,San Antonio,Indiana,"-1.5, O/U 232.5",232.5,60.45,62.89,-110,1.910,True,232.5,39.55,37.11,-110,1.910,False,100,2.000,19.49,23.11,True,-120,1.830,80.52,76.89,False,1.5,-110.0,1.910,9.9,10.05,True,-1.5,-110.0,1.910,90.1,89.95,False
0,nba.g.2022102114,2022-10-21-10:00,Boston,Miami,"-2.5, O/U 221.5",221.5,84.88,84.05,-110,1.910,False,221.5,15.12,15.95,-110,1.910,True,-135,1.750,71.57,63.53,True,110,2.100,28.43,36.47,False,-2.5,-105.0,1.950,57.8,58.02,True,2.5,-115.0,1.870,42.2,41.98,False
0,nba.g.2022102116,2022-10-21-10:00,Utah,Minnesota,"-7.5, O/U 226.5",226.5,87.23,86.03,-110,1.910,True,226.5,12.77,13.97,-110,1.910,False,260,3.600,96.07,11.42,True,-350,1.300,3.93,88.58,False,7.5,-105.0,1.950,78.14,79.78,True,-7.5,-115.0,1.870,21.86,20.22,False
0,nba.g.2022102117,2022-10-21-10:00,Toronto,Brooklyn,"-2.5, O/U 226.5",226.5,73.98,73.46,-110,1.910,False,226.5,26.03,26.54,-110,1.910,True,115,2.150,32.23,26.02,False,-140,1.720,67.77,73.98,True,2.5,-110.0,1.910,90.66,90.46,False,-2.5,-110.0,1.910,9.34,9.54,True
0,nba.g.2022102118,2022-10-21-10:00,Detroit,New York,"-7.5, O/U 220.5",220.5,,,-110,1.910,True,220.5,,,-110,1.910,False,240,3.400,,,False,-300,1.330,,,True,7.5,-115.0,1.870,,,False,-7.5,-105.0,1.950,,,True
0,nba.g.2022102122,2022-10-21-10:00,Phoenix,Portland,"-5.5, O/U 224.5",224.5,67.87,69.4,-110,1.910,False,224.5,32.13,30.6,-110,1.910,True,-225,1.450,86.53,88.93,False,180,2.800,13.47,11.07,True,-5.5,-105.0,1.950,32.81,32.5,False,5.5,-115.0,1.870,67.19,67.5,True
0,nba.g.2022102127,2022-10-21-10:00,Chicago,Washington,"-2.5, O/U 220.5",220.5,81.34,80.94,-110,1.910,False,220.5,18.67,19.06,-110,1.910,True,110,2.100,80.42,33.76,False,-135,1.750,19.58,66.24,True,2.5,-115.0,1.870,91.11,88.25,True,-2.5,-105.0,1.950,8.89,11.75,False
0,nba.g.2022102130,2022-10-21-10:00,New Orleans,Charlotte,"-6.5, O/U 226.5",226.5,79.19,78.23,-110,1.910,True,226.5,20.82,21.77,-110,1.910,False,-275,1.360,87.01,81.94,True,220,3.200,12.99,18.06,False,-6.5,-110.0,1.910,79.04,69.86,True,6.5,-110.0,1.910,20.96,30.14,False
0,nba.g.2022102204,2022-10-22-10:00,Cleveland,Chicago,"-1.5, O/U 220.5",220.5,,,-110,1.910,True,220.5,,,-110,1.910,False,-125,1.800,,,True,105,2.050,,,False,-1.5,-115.0,1.870,,,True,1.5,-105.0,1.950,,,False
0,nba.g.2022102206,2022-10-22-10:00,Memphis,Dallas,"-5.5, O/U 220.5",220.5,84.8,84.73,-110,1.910,True,220.5,15.21,15.27,-110,1.910,False,180,2.800,47.02,18.9,False,-225,1.450,52.98,81.1,True,5.5,-110.0,1.910,74.15,75.21,False,-5.5,-110.0,1.910,25.85,24.79,True
0,nba.g.2022102207,2022-10-22-10:00,Oklahoma City,Denver,"-8.5, O/U 227.5",227.5,75.66,79.04,-115,1.870,True,227.5,24.34,20.96,-105,1.950,False,300,4.000,8.91,6.71,False,-375,1.260,91.09,93.29,True,8.5,-110.0,1.910,61.72,62.02,True,-8.5,-110.0,1.910,38.28,37.98,False
0,nba.g.2022102211,2022-10-22-10:00,Detroit,Indiana,"-1.5, O/U 231.5",231.5,76.2,77.29,-110,1.910,True,231.5,23.81,22.71,-110,1.910,False,100,2.000,43.57,46.48,False,-120,1.830,56.43,53.52,True,1.5,-115.0,1.870,75.54,75.92,False,-1.5,-105.0,1.950,24.46,24.08,True
0,nba.g.2022102214,2022-10-22-10:00,Toronto,Miami,"-3.5, O/U 216.5",216.5,87.97,87.5,-115,1.870,True,216.5,12.03,12.5,-105,1.950,False,135,2.350,16.67,17.67,False,-160,1.620,83.33,82.33,True,3.5,-110.0,1.910,83.66,83.81,True,-3.5,-110.0,1.910,16.34,16.19,False
0,nba.g.2022102215,2022-10-22-10:00,Houston,Milwaukee,"-12.5, O/U 227.5",227.5,,,-110,1.910,True,227.5,,,-110,1.910,False,575,6.750,,,False,-900,1.110,,,True,12.5,-105.0,1.950,,,False,-12.5,-115.0,1.870,,,True
0,nba.g.2022102219,2022-10-22-10:00,Boston,Orlando,"-8.5, O/U 215.5",215.5,83.11,83.54,-115,1.870,True,215.5,16.89,16.46,-105,1.950,False,-375,1.260,82.66,90.86,True,290,3.900,17.34,9.14,False,-8.5,-110.0,1.910,60.98,61.13,False,8.5,-110.0,1.910,39.02,38.87,True
0,nba.g.2022102220,2022-10-22-10:00,San Antonio,Philadelphia,"-13.5, O/U 224.5",224.5,89.46,88.09,-110,1.910,False,224.5,10.54,11.91,-110,1.910,True,600,7.000,55.95,4.77,True,-900,1.110,44.04,95.23,False,13.5,-110.0,1.910,94.51,95.13,True,-13.5,-110.0,1.910,5.49,4.87,False
0,nba.g.2022102223,2022-10-22-10:00,LA Clippers,Sacramento,"-2.5, O/U 225.5",225.5,86.22,85.7,-110,1.910,False,225.5,13.79,14.3,-110,1.910,True,-140,1.720,87.44,84.53,True,115,2.150,12.55,15.47,False,-2.5,-110.0,1.910,87.15,87.33,False,2.5,-110.0,1.910,12.85,12.67,True
0,nba.g.2022102301,2022-10-23-10:00,Charlotte,Atlanta,"-9.5, O/U 227.5",227.5,86.95,88.31,-110,1.910,True,227.5,13.04,11.69,-110,1.910,False,360,4.600,14.01,6.11,True,-500,1.200,85.98,93.89,False,9.5,-105.0,1.950,67.81,64.43,True,-9.5,-115.0,1.870,32.19,35.57,False
0,nba.g.2022102303,2022-10-23-10:00,Utah,New Orleans,"-8.5, O/U 231.5",231.5,90.7,89.75,-110,1.910,True,231.5,9.3,10.25,-110,1.910,False,290,3.900,17.11,11.04,True,-375,1.260,82.89,88.96,False,8.5,-110.0,1.910,65.41,69.85,True,-8.5,-110.0,1.910,34.59,30.15,False
0,nba.g.2022102305,2022-10-23-10:00,Washington,Cleveland,"-3.5, O/U 216.5",216.5,94.61,94.36,-110,1.910,True,216.5,5.39,5.64,-110,1.910,False,135,2.350,11.97,17.75,False,-160,1.620,88.02,82.25,True,3.5,-110.0,1.910,68.58,67.64,False,-3.5,-110.0,1.910,31.42,32.36,True
0,nba.g.2022102309,2022-10-23-10:00,Sacramento,Golden State,"-9.5, O/U 230.5",230.5,87.19,86.8,-110,1.910,True,230.5,12.81,13.2,-110,1.910,False,360,4.600,4.02,3.21,False,-500,1.200,95.98,96.79,True,9.5,-105.0,1.950,41.53,42.59,True,-9.5,-115.0,1.870,58.47,57.41,False
0,nba.g.2022102312,2022-10-23-10:00,Phoenix,LA Clippers,"-1.5, O/U 218.5",218.5,88.84,89.79,-115,1.870,False,218.5,11.16,10.21,-105,1.950,True,-125,1.800,48.04,42.35,True,105,2.050,51.96,57.65,False,-1.5,-110.0,1.910,30.69,32.4,True,1.5,-110.0,1.910,69.31,67.6,False
0,nba.g.2022102313,2022-10-23-10:00,Portland,LA Lakers,"-4.5, O/U 226.5",226.5,77.92,78.48,-110,1.910,False,226.5,22.07,21.52,-110,1.910,True,145,2.450,17.86,19.22,True,-175,1.570,82.14,80.78,False,4.5,-115.0,1.870,80.14,79.86,True,-4.5,-105.0,1.950,19.86,20.14,False
0,nba.g.2022102325,2022-10-23-10:00,Minnesota,Oklahoma City,"-9.5, O/U 225.5",225.5,90.66,92.56,-110,1.910,False,225.5,9.36,7.44,-110,1.910,True,-500,1.200,87.2,88.39,True,360,4.600,12.79,11.61,False,-9.5,-115.0,1.870,57.23,51.5,True,9.5,-105.0,1.950,42.77,48.5,False
0,nba.g.2022102404,2022-10-24-10:00,Boston,Chicago,"-5.5, O/U 225.5",225.5,79.47,79.64,-110,1.910,False,225.5,20.53,20.36,-110,1.910,True,-250,1.420,83.37,77.46,False,195,2.950,16.63,22.54,True,-5.5,-115.0,1.870,74.81,75.89,False,5.5,-105.0,1.950,25.19,24.11,True
0,nba.g.2022102410,2022-10-24-10:00,Utah,Houston,"-2.5, O/U 233.5",233.5,,,-110,1.910,False,233.5,,,-110,1.910,True,-140,1.720,,,False,115,2.150,,,True,-2.5,-110.0,1.910,,,False,2.5,-110.0,1.910,,,True
0,nba.g.2022102414,2022-10-24-10:00,Toronto,Miami,"-3.5, O/U 214.5",214.5,91.74,92.91,-110,1.910,False,214.5,8.26,7.09,-110,1.910,True,135,2.350,15.11,19.63,True,-160,1.620,84.89,80.37,False,3.5,-110.0,1.910,75.8,75.56,True,-3.5,-110.0,1.910,24.2,24.44,False
0,nba.g.2022102416,2022-10-24-10:00,San Antonio,Minnesota,"-8.5, O/U 234.5",234.5,73.86,71.21,-110,1.910,False,234.5,26.14,28.79,-110,1.910,True,275,3.750,45.17,10.35,True,-350,1.280,54.84,89.65,False,8.5,-110.0,1.910,50.15,49.52,True,-8.5,-110.0,1.910,49.85,50.48,False
0,nba.g.2022102418,2022-10-24-10:00,Orlando,New York,"-7.5, O/U 222.5",222.5,79.8,78.85,-110,1.910,False,222.5,20.2,21.15,-110,1.910,True,240,3.400,19.56,13.41,False,-300,1.330,80.44,86.59,True,7.5,-110.0,1.910,32.34,46.58,False,-7.5,-110.0,1.910,67.66,53.42,True
0,nba.g.2022102420,2022-10-24-10:00,Indiana,Philadelphia,"-12.5, O/U 228.5",228.5,90.34,90.89,-115,1.870,False,228.5,9.66,9.11,-105,1.950,True,575,6.750,65.67,7.28,False,-900,1.110,34.32,92.72,True,12.5,-110.0,1.910,81.34,83.77,False,-12.5,-110.0,1.910,18.66,16.23,True
0,nba.g.2022102422,2022-10-24-10:00,Denver,Portland,"-4.5, O/U 226.5",226.5,89.81,91.51,-115,1.870,True,226.5,10.19,8.49,-105,1.950,False,-200,1.500,66.56,76.98,False,165,2.650,33.42,23.02,True,-4.5,-115.0,1.870,57.0,52.21,False,4.5,-105.0,1.950,43.0,47.79,True
0,nba.g.2022102429,2022-10-24-10:00,Brooklyn,Memphis,"-1.5, O/U 235.5",235.5,76.32,75.53,-110,1.910,True,235.5,23.68,24.47,-110,1.910,False,-105,1.950,47.12,31.52,False,-115,1.870,52.88,68.48,True,1.5,-115.0,1.870,17.8,15.31,False,-1.5,-105.0,1.950,82.2,84.69,True
0,nba.g.2022102503,2022-10-25-10:00,Dallas,New Orleans,"-5.5, O/U 218.5",218.5,89.46,91.24,-110,1.910,True,218.5,10.54,8.76,-110,1.910,False,-250,1.420,86.71,76.07,False,190,2.900,13.29,23.93,True,-5.5,-115.0,1.870,43.59,40.47,False,5.5,-105.0,1.950,56.41,59.53,True
0,nba.g.2022102521,2022-10-25-10:00,Golden State,Phoenix,"-1.5, O/U 227.5",227.5,84.91,82.29,-110,1.910,True,227.5,15.09,17.71,-110,1.910,False,105,2.050,69.87,53.09,False,-125,1.800,30.13,46.91,True,1.5,-105.0,1.950,84.07,80.85,False,-1.5,-115.0,1.870,15.93,19.15,True
0,nba.g.2022102525,2022-10-25-10:00,LA Clippers,Oklahoma City,"-5.5, O/U 217.5",217.5,75.78,86.62,-110,1.910,False,217.5,24.22,13.38,-110,1.910,True,-225,1.450,76.53,87.69,False,180,2.800,23.47,12.31,True,-5.5,-110.0,1.910,21.8,28.37,False,5.5,-110.0,1.910,78.2,71.63,True
0,nba.g.2022102527,2022-10-25-10:00,Detroit,Washington,"-5.5, O/U 220.5",220.5,81.53,82.81,-110,1.910,False,220.5,18.47,17.19,-110,1.910,True,180,2.800,6.89,10.0,False,-225,1.450,93.11,90.0,True,5.5,-110.0,1.910,42.69,45.02,False,-5.5,-110.0,1.910,57.31,54.98,True
0,nba.g.2022102604,2022-10-26-10:00,Indiana,Chicago,"-7.5, O/U 233.5",233.5,68.63,70.04,-110,1.910,False,233.5,31.37,29.96,-110,1.910,True,240,3.400,16.26,6.83,False,-300,1.330,83.75,93.17,True,7.5,-115.0,1.870,8.94,10.38,False,-7.5,-105.0,1.950,91.06,89.62,True
0,nba.g.2022102605,2022-10-26-10:00,Orlando,Cleveland,"-8.5, O/U 215.5",215.5,92.05,93.3,-110,1.910,False,215.5,7.95,6.7,-110,1.910,True,300,4.000,12.38,8.35,False,-375,1.260,87.61,91.65,True,8.5,-110.0,1.910,36.77,71.43,False,-8.5,-110.0,1.910,63.23,28.57,True
0,nba.g.2022102607,2022-10-26-10:00,LA Lakers,Denver,"-5.5, O/U 230.5",230.5,84.2,81.65,-110,1.910,False,230.5,15.81,18.35,-110,1.910,True,180,2.800,40.09,25.3,False,-225,1.450,59.9,74.7,True,5.5,-115.0,1.870,71.55,37.95,False,-5.5,-105.0,1.950,28.45,62.05,True
0,nba.g.2022102608,2022-10-26-10:00,Atlanta,Detroit,"-7.5, O/U 229.5",229.5,,,-115,1.870,True,229.5,,,-105,1.950,False,-350,1.300,,,True,260,3.600,,,False,-7.5,-115.0,1.870,,,False,7.5,-105.0,1.950,,,True
0,nba.g.2022102615,2022-10-26-10:00,Brooklyn,Milwaukee,"-3.5, O/U 229.5",229.5,71.81,74.19,-115,1.870,False,229.5,28.18,25.81,-105,1.950,True,125,2.250,19.06,16.13,False,-155,1.650,80.94,83.87,True,3.5,-115.0,1.870,55.27,40.86,False,-3.5,-105.0,1.950,44.73,59.14,True
0,nba.g.2022102616,2022-10-26-10:00,San Antonio,Minnesota,"-9.5, O/U 234.5",234.5,,,-115,1.870,True,234.5,,,-105,1.950,False,333,4.330,,,False,-450,1.220,,,True,9.5,-115.0,1.870,,,False,-9.5,-105.0,1.950,,,True
0,nba.g.2022102618,2022-10-26-10:00,Charlotte,New York,"-7.5, O/U 224.5",224.5,,,-110,1.910,True,224.5,,,-110,1.910,False,240,3.400,,,False,-300,1.330,,,True,7.5,-110.0,1.910,,,True,-7.5,-110.0,1.910,,,False
0,nba.g.2022102622,2022-10-26-10:00,Miami,Portland,"-2.5, O/U 220.5",220.5,84.51,86.39,-110,1.910,False,220.5,15.49,13.61,-110,1.910,True,-145,1.690,22.14,54.44,True,120,2.200,77.85,45.56,False,-2.5,-115.0,1.870,58.06,53.61,True,2.5,-105.0,1.950,41.94,46.39,False
0,nba.g.2022102626,2022-10-26-10:00,Houston,Utah,"-8.5, O/U 231.5",231.5,78.83,79.03,-115,1.870,False,231.5,21.17,20.97,-105,1.950,True,300,4.000,17.24,11.27,False,-375,1.260,82.76,88.73,True,8.5,-110.0,1.910,67.16,68.19,True,-8.5,-110.0,1.910,32.84,31.81,False
0,nba.g.2022102628,2022-10-26-10:00,Philadelphia,Toronto,"-1.5, O/U 211.5",211.5,89.23,92.13,-110,1.910,True,211.5,10.75,7.87,-110,1.910,False,-110,1.910,60.84,50.89,False,-110,1.910,39.16,49.11,True,-1.5,100.0,2.000,13.0,7.47,False,1.5,-120.0,1.830,87.0,92.53,True
0,nba.g.2022102709,2022-10-27-10:00,Miami,Golden State,"-5.5, O/U 227.5",227.5,55.65,53.75,-110,1.910,True,227.5,44.37,46.25,-110,1.910,False,180,2.800,16.79,9.05,False,-225,1.450,83.21,90.95,True,5.5,-110.0,1.910,34.33,39.96,False,-5.5,-110.0,1.910,65.67,60.04,True
0,nba.g.2022102717,2022-10-27-10:00,Dallas,Brooklyn,"-2.5, O/U 224.5",224.5,53.55,54.22,-115,1.870,True,224.5,46.45,45.78,-105,1.950,False,-150,1.670,40.19,62.57,True,125,2.250,59.83,37.43,False,-2.5,-115.0,1.870,53.3,49.35,True,2.5,-105.0,1.950,46.7,50.65,False
