,game_id,game_date,away_team,home_team,pregame_odds,total_over_points,total_over_stake_percentage,total_over_wager_percentage,total_over_odds,total_over_decimal_odds,total_over_won,total_under_points,total_under_stake_percentage,total_under_wager_percentage,total_under_odds,total_under_decimal_odds,total_under_won,money_away_odds,money_away_decimal_odds,money_away_stake_percentage,money_away_wager_percentage,money_away_won,money_home_odds,money_home_decimal_odds,money_home_stake_percentage,money_home_wager_percentage,money_home_won,spread_away_points,spread_away_odds,spread_away_decimal_odds,spread_away_stake_percentage,spread_away_wager_percentage,spread_away_won,spread_home_points,spread_home_odds,spread_home_decimal_odds,spread_home_stake_percentage,spread_home_wager_percentage,spread_home_won
0,nba.g.2022112715,2022-11-27-10:00,Dallas,Milwaukee,"-5.5, O/U 215.5",215.5,92.48,92.01,-110,1.910,True,215.5,7.52,7.99,-110,1.910,False,180,2.800,9.38,9.47,False,-225,1.450,90.61,90.53,True,5.5,-110.0,1.910,34.37,42.77,False,-5.5,-110.0,1.910,65.63,57.23,True
0,nba.g.2022112716,2022-11-27-10:00,Golden State,Minnesota,"-1.5, O/U 237.5",237.5,,,-110,1.910,True,237.5,,,-110,1.910,False,-120,1.830,,,True,100,2.000,,,False,-1.5,-105.0,1.950,,,True,1.5,-115.0,1.870,,,False
0,nba.g.2022112717,2022-11-27-10:00,Portland,Brooklyn,"-8.5, O/U 223.5",223.5,93.8,90.82,-110,1.910,False,223.5,6.21,9.18,-110,1.910,True,240,3.400,9.75,12.91,False,-300,1.330,90.25,87.09,True,8.5,-115.0,1.870,30.37,70.55,False,-8.5,-105.0,1.950,69.63,29.45,True
0,nba.g.2022112718,2022-11-27-10:00,Memphis,New York,"-1.5, O/U 228.5",228.5,79.17,83.23,-110,1.910,True,228.5,20.84,16.77,-110,1.910,False,-120,1.830,78.84,72.4,True,100,2.000,21.16,27.6,False,-1.5,-110.0,1.910,23.4,24.01,True,1.5,-110.0,1.910,76.6,75.99,False
0,nba.g.2022112719,2022-11-27-10:00,Philadelphia,Orlando,"-1.5, O/U 212.5",212.5,88.08,86.28,-115,1.870,True,212.5,11.91,13.72,-105,1.950,False,-110,1.910,65.05,36.32,True,-110,1.910,34.95,63.68,False,1.5,-120.0,1.830,96.1,94.31,True,-1.5,100.0,2.000,3.9,5.69,False
0,nba.g.2022112802,2022-11-28-10:00,Charlotte,Boston,"-11.5, O/U 225.5",225.5,85.04,85.46,-110,1.910,True,225.5,14.96,14.54,-110,1.910,False,375,4.750,2.84,7.12,False,-500,1.200,97.16,92.88,True,11.5,-115.0,1.870,20.26,16.12,False,-11.5,-105.0,1.950,79.74,83.88,True
0,nba.g.2022112803,2022-11-28-10:00,Oklahoma City,New Orleans,"-5.5, O/U 232.5",232.5,81.94,74.75,-110,1.910,False,232.5,18.06,25.25,-110,1.910,True,180,2.800,6.92,11.89,False,-225,1.450,93.09,88.11,True,5.5,-110.0,1.910,36.0,33.87,True,-5.5,-110.0,1.910,64.0,66.13,False
0,nba.g.2022112807,2022-11-28-10:00,Houston,Denver,"-11.5, O/U 228.5",228.5,,,-110,1.910,True,228.5,,,-110,1.910,False,450,5.500,,,False,-650,1.160,,,True,11.5,-115.0,1.870,,,False,-11.5,-105.0,1.950,,,True
0,nba.g.2022112813,2022-11-28-10:00,Indiana,LA Lakers,"-3.5, O/U 237.5",237.5,32.79,34.83,-115,1.870,False,237.5,67.2,65.17,-105,1.950,True,130,2.300,11.29,10.69,True,-160,1.630,88.72,89.31,False,3.5,-110.0,1.910,33.27,33.69,True,-3.5,-110.0,1.910,66.73,66.31,False
0,nba.g.2022112817,2022-11-28-10:00,Orlando,Brooklyn,"-11.5, O/U 223.5",223.5,90.75,90.44,-110,1.910,False,223.5,9.26,9.56,-110,1.910,True,400,5.000,7.37,9.71,False,-550,1.180,92.63,90.29,True,11.5,-110.0,1.910,14.97,17.08,True,-11.5,-110.0,1.910,85.03,82.92,False
0,nba.g.2022112820,2022-11-28-10:00,Atlanta,Philadelphia,"-2.5, O/U 220.5",220.5,77.08,77.18,-110,1.910,False,220.5,22.93,22.82,-110,1.910,True,115,2.150,19.0,44.0,False,-140,1.720,81.0,56.0,True,2.5,-110.0,1.910,34.74,34.37,False,-2.5,-110.0,1.910,65.26,65.63,True
0,nba.g.2022112823,2022-11-28-10:00,Phoenix,Sacramento,"-1.5, O/U 232.5",232.5,76.38,76.22,-115,1.870,True,232.5,23.62,23.78,-105,1.950,False,-110,1.910,89.09,54.01,True,-110,1.910,10.91,45.99,False,-1.5,100.0,2.000,54.06,62.72,True,1.5,-120.0,1.830,45.94,37.28,False
0,nba.g.2022112826,2022-11-28-10:00,Chicago,Utah,"-2.5, O/U 234.5",234.5,52.6,46.02,-110,1.910,False,234.5,47.39,53.98,-110,1.910,True,115,2.150,42.77,25.09,True,-140,1.720,57.23,74.91,False,2.5,-115.0,1.870,77.42,75.03,True,-2.5,-105.0,1.950,22.58,24.97,False
0,nba.g.2022112827,2022-11-28-10:00,Minnesota,Washington,"-1.5, O/U 227.5",227.5,77.78,76.14,-110,1.910,True,227.5,22.22,23.86,-110,1.910,False,-110,1.910,34.47,28.4,False,-110,1.910,65.53,71.6,True,-1.5,100.0,2.000,27.66,27.71,False,1.5,-120.0,1.830,72.34,72.29,True
0,nba.g.2022112828,2022-11-28-10:00,Cleveland,Toronto,"-4.5, O/U 218.5",218.5,87.72,87.44,-115,1.870,False,218.5,12.28,12.56,-105,1.950,True,165,2.650,38.88,20.28,False,-200,1.500,61.13,79.72,True,4.5,-110.0,1.910,84.64,86.8,False,-4.5,-110.0,1.910,15.36,13.2,True
0,nba.g.2022112906,2022-11-29-10:00,Golden State,Dallas,"-1.5, O/U 227.5",227.5,86.67,85.58,-110,1.910,True,227.5,13.33,14.42,-110,1.910,False,-105,1.950,76.57,62.93,False,-115,1.870,23.43,37.07,True,1.5,-115.0,1.870,79.15,84.86,False,-1.5,-105.0,1.950,20.85,15.14,True
0,nba.g.2022112908,2022-11-29-10:00,New York,Detroit,"-3.5, O/U 225.5",215.5,72.92,74.04,-275,1.350,True,215.5,27.08,25.96,225,3.250,False,-185,1.550,79.45,78.32,True,150,2.500,20.55,21.68,False,-3.5,-115.0,1.870,72.67,64.17,True,3.5,-105.0,1.950,27.33,35.83,False
0,nba.g.2022112922,2022-11-29-10:00,LA Clippers,Portland,"-4.5, O/U 210.5",210.5,79.8,83.09,-115,1.870,True,210.5,20.2,16.91,-105,1.950,False,135,2.350,40.48,22.57,True,-165,1.600,59.52,77.43,False,4.5,-115.0,1.870,68.56,70.4,True,-4.5,-105.0,1.950,31.44,29.6,False
0,nba.g.2022113002,2022-11-30-10:00,Miami,Boston,"-9.5, O/U 224.5",224.5,84.07,80.71,-115,1.870,True,224.5,15.93,19.29,-105,1.950,False,350,4.500,17.04,8.13,False,-450,1.220,82.96,91.87,True,9.5,-110.0,1.910,14.78,16.56,False,-9.5,-110.0,1.910,85.22,83.44,True
0,nba.g.2022113003,2022-11-30-10:00,Toronto,New Orleans,"-2.5, O/U 221.5",221.5,76.29,76.35,-110,1.910,True,221.5,23.7,23.65,-110,1.910,False,-145,1.700,52.36,59.61,False,120,2.200,47.66,40.39,True,-2.5,-110.0,1.910,22.44,21.51,False,2.5,-110.0,1.910,77.56,78.49,True
0,nba.g.2022113005,2022-11-30-10:00,Philadelphia,Cleveland,"-3.5, O/U 209.5",209.5,91.08,93.16,-110,1.910,False,209.5,8.93,6.84,-110,1.910,True,135,2.350,49.05,27.02,False,-160,1.620,50.95,72.98,True,3.5,-110.0,1.910,91.92,91.81,False,-3.5,-110.0,1.910,8.08,8.19,True
0,nba.g.2022113007,2022-11-30-10:00,Houston,Denver,"-11.5, O/U 230.5",230.5,78.95,77.0,-110,1.910,False,230.5,21.05,23.0,-110,1.910,True,475,5.750,17.34,4.2,False,-650,1.150,82.66,95.8,True,11.5,-110.0,1.910,24.67,23.23,False,-11.5,-110.0,1.910,75.33,76.77,True
0,nba.g.2022113013,2022-11-30-10:00,Portland,LA Lakers,"-5.5, O/U 224.5",224.5,76.22,74.43,-110,1.910,True,224.5,23.78,25.57,-110,1.910,False,180,2.800,12.83,10.06,False,-225,1.450,87.17,89.94,True,5.5,-105.0,1.950,41.33,43.5,False,-5.5,-115.0,1.870,58.67,56.5,True
0,nba.g.2022113016,2022-11-30-10:00,Memphis,Minnesota,"-2.5, O/U 231.5",231.5,71.59,63.23,-110,1.910,False,231.5,28.41,36.77,-110,1.910,True,-145,1.700,83.5,70.65,False,120,2.200,16.5,29.35,True,-2.5,-110.0,1.910,65.68,67.23,False,2.5,-110.0,1.910,34.32,32.77,True
0,nba.g.2022113017,2022-11-30-10:00,Washington,Brooklyn,"-5.5, O/U 228.5",228.5,81.73,77.99,-110,1.910,False,228.5,18.26,22.01,-110,1.910,True,170,2.700,8.39,15.99,False,-210,1.480,91.61,84.01,True,5.5,-110.0,1.910,61.09,59.9,False,-5.5,-110.0,1.910,38.91,40.1,True
0,nba.g.2022113018,2022-11-30-10:00,Milwaukee,New York,"-5.5, O/U 227.5",227.5,91.28,88.5,-110,1.910,False,227.5,8.73,11.5,-110,1.910,True,-225,1.440,94.85,85.27,True,185,2.850,5.14,14.73,False,-5.5,-115.0,1.870,44.87,43.84,True,5.5,-105.0,1.950,55.13,56.16,False
0,nba.g.2022113019,2022-11-30-10:00,Atlanta,Orlando,"-6.5, O/U 227.5",227.5,61.2,58.85,-110,1.910,True,227.5,38.8,41.15,-110,1.910,False,-250,1.420,87.09,85.51,True,190,2.900,12.91,14.49,False,-6.5,-105.0,1.950,56.46,30.9,True,6.5,-115.0,1.870,43.54,69.1,False
0,nba.g.2022113021,2022-11-30-10:00,Chicago,Phoenix,"-5.5, O/U 226.5",226.5,86.08,85.05,-110,1.910,True,226.5,13.92,14.95,-110,1.910,False,170,2.700,6.14,9.36,False,-210,1.480,93.86,90.64,True,5.5,-110.0,1.910,50.19,40.04,False,-5.5,-110.0,1.910,49.81,59.96,True
0,nba.g.2022113023,2022-11-30-10:00,Indiana,Sacramento,"-4.5, O/U 242.5",242.5,45.99,42.69,-110,1.910,True,242.5,54.02,57.31,-110,1.910,False,150,2.500,20.6,15.31,False,-185,1.550,79.4,84.69,True,4.5,-110.0,1.910,61.06,63.49,False,-4.5,-110.0,1.910,38.94,36.51,True
0,nba.g.2022113025,2022-11-30-10:00,San Antonio,Oklahoma City,"-3.5, O/U 229.5",229.5,74.79,76.93,-110,1.910,True,229.5,25.21,23.07,-110,1.910,False,125,2.250,15.43,15.54,False,-150,1.670,84.57,84.46,True,3.5,-115.0,1.870,48.16,46.03,False,-3.5,-105.0,1.950,51.84,53.97,True
0,nba.g.2022113026,2022-11-30-10:00,LA Clippers,Utah,"-7.5, O/U 222.5",222.5,81.0,85.16,-110,1.910,True,222.5,19.01,14.84,-110,1.910,False,240,3.400,38.95,14.75,False,-300,1.330,61.05,85.25,True,7.5,-110.0,1.910,84.99,89.82,False,-7.5,-110.0,1.910,15.01,10.18,True
0,nba.g.2022120108,2022-12-01-10:00,Dallas,Detroit,"-7.5, O/U 221.5",221.5,91.69,92.47,-110,1.910,True,221.5,8.31,7.53,-110,1.910,False,-300,1.330,78.21,87.26,False,240,3.400,21.8,12.74,True,-7.5,-115.0,1.870,70.27,65.05,False,7.5,-105.0,1.950,29.73,34.95,True
0,nba.g.2022120201,2022-12-02-10:00,Denver,Atlanta,"-5.5, O/U 224.5",224.5,89.42,90.67,-110,1.910,True,224.5,10.6,9.33,-110,1.910,False,-190,1.530,78.88,61.33,False,155,2.550,21.13,38.67,True,-5.5,-105.0,1.950,59.92,55.52,False,5.5,-115.0,1.870,40.08,44.48,True
0,nba.g.2022120202,2022-12-02-10:00,Miami,Boston,"-7.5, O/U 226.5",226.5,86.61,85.15,-110,1.910,True,226.5,13.38,14.85,-110,1.910,False,220,3.200,5.84,8.45,True,-275,1.360,94.16,91.55,False,7.5,-115.0,1.870,17.71,14.11,True,-7.5,-105.0,1.950,82.29,85.89,False
0,nba.g.2022120205,2022-12-02-10:00,Orlando,Cleveland,"-10.5, O/U 217.5",217.5,88.91,84.8,-110,1.910,False,217.5,11.1,15.2,-110,1.910,True,400,5.000,7.08,4.48,False,-550,1.180,92.92,95.52,True,10.5,-110.0,1.910,30.78,28.88,False,-10.5,-110.0,1.910,69.22,71.12,True
0,nba.g.2022120209,2022-12-02-10:00,Chicago,Golden State,"-7.5, O/U 237.5",237.5,77.72,73.87,-110,1.910,False,237.5,22.28,26.13,-110,1.910,True,225,3.250,3.77,5.48,False,-275,1.350,96.21,94.52,True,7.5,-115.0,1.870,24.34,21.82,False,-7.5,-105.0,1.950,75.66,78.18,True
0,nba.g.2022120215,2022-12-02-10:00,LA Lakers,Milwaukee,"-9.5, O/U 230.5",230.5,85.78,82.75,-115,1.870,True,230.5,14.22,17.25,-105,1.950,False,260,3.600,26.72,7.82,True,-350,1.300,73.28,92.18,False,9.5,-115.0,1.870,60.87,57.21,True,-9.5,-105.0,1.950,39.13,42.79,False
0,nba.g.2022120217,2022-12-02-10:00,Toronto,Brooklyn,"-1.5, O/U 222.5",222.5,,,-110,1.910,False,222.5,,,-110,1.910,True,105,2.050,,,False,-125,1.800,,,True,1.5,-110.0,1.910,,,False,-1.5,-110.0,1.910,,,True
0,nba.g.2022120221,2022-12-02-10:00,Houston,Phoenix,"-11.5, O/U 229.5",229.5,90.63,90.56,-110,1.910,True,229.5,9.35,9.44,-110,1.910,False,450,5.500,5.53,2.43,True,-650,1.160,94.47,97.57,False,11.5,-110.0,1.910,16.04,16.14,True,-11.5,-110.0,1.910,83.96,83.86,False
0,nba.g.2022120224,2022-12-02-10:00,New Orleans,San Antonio,"-7.5, O/U 232.5",232.5,77.28,69.79,-115,1.870,False,232.5,22.71,30.21,-105,1.950,True,-300,1.340,94.81,91.16,True,230,3.300,5.19,8.84,False,-7.5,-105.0,1.950,77.31,72.2,True,7.5,-115.0,1.870,22.69,27.8,False
0,nba.g.2022120226,2022-12-02-10:00,Indiana,Utah,"-3.5, O/U 239.5",239.5,65.03,63.47,-115,1.870,True,239.5,34.98,36.53,-105,1.950,False,125,2.250,14.45,12.57,False,-155,1.650,85.55,87.43,True,3.5,-110.0,1.910,38.35,49.03,False,-3.5,-110.0,1.910,61.65,50.97,True
0,nba.g.2022120229,2022-12-02-10:00,Philadelphia,Memphis,"-4.5, O/U 217.5",217.5,91.31,90.8,-115,1.870,True,217.5,8.69,9.2,-105,1.950,False,145,2.450,14.04,15.31,False,-175,1.570,85.96,84.69,True,4.5,-110.0,1.910,42.35,41.44,False,-4.5,-110.0,1.910,57.65,58.56,True
0,nba.g.2022120230,2022-12-02-10:00,Washington,Charlotte,"-4.5, O/U 225.5",213.5,60.56,57.63,-350,1.280,True,213.5,39.44,42.37,275,3.750,False,-175,1.570,81.04,79.43,False,145,2.450,18.95,20.57,True,-4.5,-105.0,1.950,41.61,42.84,False,4.5,-115.0,1.870,58.39,57.16,True
0,nba.g.2022120309,2022-12-03-10:00,Houston,Golden State,"-11.5, O/U 235.5",235.5,83.77,86.2,-110,1.910,False,235.5,16.23,13.8,-110,1.910,True,375,4.750,8.29,3.96,False,-500,1.200,91.7,96.04,True,11.5,-115.0,1.870,25.15,18.81,False,-11.5,-105.0,1.950,74.85,81.19,True
0,nba.g.2022120312,2022-12-03-10:00,Sacramento,LA Clippers,"-3.5, O/U 227.5",227.5,84.25,77.55,-115,1.870,False,227.5,15.76,22.45,-105,1.950,True,-160,1.620,49.88,30.49,True,135,2.350,50.12,69.51,False,-3.5,-110.0,1.910,66.11,42.12,True,3.5,-110.0,1.910,33.89,57.88,False
0,nba.g.2022120316,2022-12-03-10:00,Oklahoma City,Minnesota,"-5.5, O/U 233.5",233.5,72.36,73.31,-110,1.910,True,233.5,27.63,26.69,-110,1.910,False,170,2.700,10.51,11.01,True,-210,1.480,89.48,88.99,False,5.5,-110.0,1.910,9.4,5.86,True,-5.5,-110.0,1.910,90.6,94.14,False
0,nba.g.2022120318,2022-12-03-10:00,Dallas,New York,"-1.5, O/U 224.5",224.5,79.5,81.19,-110,1.910,False,224.5,20.5,18.81,-110,1.910,True,-120,1.830,59.33,61.61,True,100,2.000,40.69,38.39,False,-1.5,-110.0,1.910,32.46,31.49,True,1.5,-110.0,1.910,67.54,68.51,False
0,nba.g.2022120326,2022-12-03-10:00,Portland,Utah,"-5.5, O/U 227.5",227.5,83.7,86.14,-110,1.910,False,227.5,16.3,13.86,-110,1.910,True,155,2.550,6.5,10.29,True,-190,1.530,93.5,89.71,False,5.5,-115.0,1.870,21.0,8.05,True,-5.5,-105.0,1.950,79.0,91.95,False
0,nba.g.2022120328,2022-12-03-10:00,Orlando,Toronto,"-11.5, O/U 220.5",220.5,83.92,85.31,-110,1.910,True,220.5,16.07,14.69,-110,1.910,False,400,5.000,30.99,7.45,False,-550,1.180,69.02,92.55,True,11.5,-115.0,1.870,9.99,9.95,False,-11.5,-105.0,1.950,90.01,90.05,True
0,nba.g.2022120330,2022-12-03-10:00,Milwaukee,Charlotte,"-1.5, O/U 220.5",220.5,83.91,89.84,-110,1.910,False,220.5,16.09,10.16,-110,1.910,True,-125,1.800,79.77,75.27,True,105,2.050,20.24,24.73,False,-1.5,-110.0,1.910,73.44,76.31,True,1.5,-110.0,1.910,26.56,23.69,False
0,nba.g.2022120403,2022-12-04-10:00,Denver,New Orleans,"-1.5, O/U 230.5",230.5,87.83,86.38,-110,1.910,False,230.5,12.17,13.62,-110,1.910,True,105,2.050,21.59,24.11,False,-125,1.800,78.41,75.89,True,1.5,-110.0,1.910,68.15,82.06,False,-1.5,-110.0,1.910,31.85,17.94,True
0,nba.g.2022120408,2022-12-04-10:00,Memphis,Detroit,"-6.5, O/U 228.5",228.5,,,-110,1.910,True,228.5,,,-110,1.910,False,-275,1.360,,,True,220,3.200,,,False,-6.5,-115.0,1.870,,,True,6.5,-105.0,1.950,,,False
0,nba.g.2022120417,2022-12-04-10:00,Boston,Brooklyn,"-2.5, O/U 230.5",230.5,,,-110,1.910,False,230.5,,,-110,1.910,True,-140,1.720,,,True,115,2.150,,,False,-2.5,-110.0,1.910,,,True,2.5,-110.0,1.910,,,False
0,nba.g.2022120418,2022-12-04-10:00,Cleveland,New York,"-2.5, O/U 222.5",222.5,82.91,87.9,-110,1.910,False,222.5,17.09,12.1,-110,1.910,True,-140,1.720,82.22,78.67,False,115,2.150,17.79,21.33,True,-2.5,-110.0,1.910,78.54,81.92,False,2.5,-110.0,1.910,21.46,18.08,True
0,nba.g.2022120422,2022-12-04-10:00,Indiana,Portland,"-4.5, O/U 232.5",232.5,77.48,75.49,-110,1.910,False,232.5,22.52,24.51,-110,1.910,True,165,2.650,32.74,18.5,False,-200,1.500,67.27,81.5,True,4.5,-105.0,1.950,44.31,66.16,False,-4.5,-115.0,1.870,55.69,33.84,True
0,nba.g.2022120423,2022-12-04-10:00,Chicago,Sacramento,,239.5,60.27,59.35,-110,1.910,False,239.5,39.73,40.65,-110,1.910,True,120,2.200,40.07,22.66,False,-145,1.700,59.93,77.34,True,2.5,-105.0,1.950,48.0,41.62,False,-2.5,-115.0,1.870,52.0,58.38,True
0,nba.g.2022120424,2022-12-04-10:00,Phoenix,San Antonio,"-10.5, O/U 230.5",230.5,88.19,85.88,-110,1.910,False,230.5,11.81,14.12,-110,1.910,True,-450,1.220,92.81,89.97,True,333,4.330,7.19,10.03,False,-10.5,-105.0,1.950,64.59,70.73,True,10.5,-115.0,1.870,35.41,29.27,False
0,nba.g.2022120427,2022-12-04-10:00,LA Lakers,Washington,"-2.5, O/U 232.5",232.5,83.75,83.21,-115,1.870,True,232.5,16.25,16.79,-105,1.950,False,105,2.050,64.34,32.82,True,-130,1.780,35.67,67.18,False,2.5,-115.0,1.870,84.58,80.35,True,-2.5,-105.0,1.950,15.42,19.65,False
0,nba.g.2022120501,2022-12-05-10:00,Oklahoma City,Atlanta,"-6.5, O/U 236.5",236.5,67.16,63.72,-110,1.910,False,236.5,32.84,36.28,-110,1.910,True,185,2.850,6.4,8.4,True,-225,1.440,93.59,91.6,False,6.5,-115.0,1.870,25.82,26.31,True,-6.5,-105.0,1.950,74.18,73.69,False
0,nba.g.2022120506,2022-12-05-10:00,Phoenix,Dallas,"-3.5, O/U 223.5",223.5,76.55,74.85,-110,1.910,True,223.5,23.45,25.15,-110,1.910,False,120,2.200,45.18,28.74,False,-145,1.700,54.82,71.26,True,3.5,-115.0,1.870,71.52,79.66,False,-3.5,-105.0,1.950,28.48,20.34,True
0,nba.g.2022120509,2022-12-05-10:00,Indiana,Golden State,"-11.5, O/U 240.5",240.5,55.55,63.13,-110,1.910,False,240.5,44.45,36.87,-110,1.910,True,475,5.750,7.63,3.67,True,-650,1.150,92.37,96.33,False,11.5,-105.0,1.950,19.38,16.73,True,-11.5,-115.0,1.870,80.62,83.27,False
0,nba.g.2022120510,2022-12-05-10:00,Philadelphia,Houston,"-7.5, O/U 222.5",222.5,91.21,90.41,-115,1.870,True,222.5,8.79,9.59,-105,1.950,False,-300,1.330,85.23,88.19,False,240,3.400,14.78,11.81,True,-7.5,-110.0,1.910,64.93,68.98,False,7.5,-110.0,1.910,35.07,31.02,True
0,nba.g.2022120519,2022-12-05-10:00,Milwaukee,Orlando,"-10.5, O/U 226.5",226.5,78.29,77.43,-110,1.910,False,226.5,21.71,22.57,-110,1.910,True,-550,1.180,94.82,87.65,True,400,5.000,5.18,12.35,False,-10.5,-110.0,1.910,97.68,97.26,False,10.5,-110.0,1.910,2.32,2.74,True
0,nba.g.2022120528,2022-12-05-10:00,Boston,Toronto,"-1.5, O/U 227.5",227.5,75.0,75.88,-115,1.870,False,227.5,25.02,24.12,-105,1.950,True,100,2.000,78.21,45.11,True,-120,1.830,21.79,54.89,False,1.5,-110.0,1.910,93.58,92.97,True,-1.5,-110.0,1.910,6.42,7.03,False
0,nba.g.2022120529,2022-12-05-10:00,Miami,Memphis,"-4.5, O/U 218.5",218.5,91.53,91.08,-115,1.870,False,218.5,8.47,8.92,-105,1.950,True,-225,1.450,78.21,44.22,False,180,2.800,21.8,55.78,True,-4.5,-120.0,1.830,37.68,25.2,False,4.5,100.0,2.000,62.32,74.8,True
0,nba.g.2022120530,2022-12-05-10:00,LA Clippers,Charlotte,"-6.5, O/U 217.5",217.5,79.23,81.22,-110,1.910,True,217.5,20.77,18.78,-110,1.910,False,-250,1.400,87.09,72.77,True,200,3.000,12.92,27.23,False,-6.5,-110.0,1.910,51.65,43.85,False,6.5,-110.0,1.910,48.35,56.15,True
0,nba.g.2022120605,2022-12-06-10:00,LA Lakers,Cleveland,"-5.5, O/U 224.5",224.5,72.09,74.14,-110,1.910,False,224.5,27.91,25.86,-110,1.910,True,170,2.700,71.09,29.84,False,-210,1.480,28.91,70.16,True,5.5,-105.0,1.950,75.17,88.87,False,-5.5,-115.0,1.870,24.83,11.13,True
0,nba.g.2022120607,2022-12-06-10:00,Dallas,Denver,"-4.5, O/U 222.5",222.5,73.86,73.94,-115,1.870,True,222.5,26.14,26.06,-105,1.950,False,155,2.550,78.76,27.33,True,-190,1.530,21.24,72.67,False,4.5,-105.0,1.950,92.42,93.01,True,-4.5,-115.0,1.870,7.58,6.99,False
0,nba.g.2022120614,2022-12-06-10:00,Detroit,Miami,"-7.5, O/U 220.5",220.5,73.43,75.91,-110,1.910,False,220.5,26.57,24.09,-110,1.910,True,230,3.300,6.38,6.92,True,-300,1.340,93.61,93.08,False,7.5,-115.0,1.870,88.49,87.81,True,-7.5,-105.0,1.950,11.51,12.19,False
0,nba.g.2022120703,2022-12-07-10:00,Detroit,New Orleans,"-10.5, O/U 229.5",229.5,63.63,62.82,-110,1.910,False,229.5,36.37,37.18,-110,1.910,True,400,5.000,4.01,5.34,False,-550,1.180,95.98,94.66,True,10.5,-105.0,1.950,20.82,14.93,True,-10.5,-115.0,1.870,79.18,85.07,False
0,nba.g.2022120704,2022-12-07-10:00,Washington,Chicago,"-5.5, O/U 226.5",226.5,70.92,68.38,-115,1.870,False,226.5,29.09,31.62,-105,1.950,True,165,2.650,9.93,14.21,False,-200,1.500,90.08,85.79,True,5.5,-115.0,1.870,51.09,63.51,True,-5.5,-105.0,1.950,48.91,36.49,False
0,nba.g.2022120715,2022-12-07-10:00,Sacramento,Milwaukee,"-6.5, O/U 236.5",236.5,72.08,69.56,-110,1.910,True,236.5,27.92,30.44,-110,1.910,False,200,3.000,6.12,8.13,False,-250,1.400,93.88,91.87,True,6.5,-110.0,1.910,46.18,52.82,False,-6.5,-110.0,1.910,53.82,47.18,True
0,nba.g.2022120716,2022-12-07-10:00,Indiana,Minnesota,"-4.5, O/U 238.5",238.5,,,-110,1.910,False,238.5,,,-110,1.910,True,155,2.550,,,False,-190,1.530,,,True,4.5,-110.0,1.910,,,False,-4.5,-110.0,1.910,,,True
0,nba.g.2022120717,2022-12-07-10:00,Charlotte,Brooklyn,"-10.5, O/U 223.5",223.5,81.65,81.88,-110,1.910,True,223.5,18.35,18.12,-110,1.910,False,360,4.650,5.4,6.33,False,-500,1.200,94.59,93.67,True,10.5,-110.0,1.910,72.51,76.13,True,-10.5,-110.0,1.910,27.49,23.87,False
0,nba.g.2022120718,2022-12-07-10:00,Atlanta,New York,"-2.5, O/U 232.5",232.5,47.26,46.73,-110,1.910,False,232.5,52.75,53.27,-110,1.910,True,115,2.150,44.38,41.85,False,-140,1.720,55.62,58.15,True,2.5,-110.0,1.910,94.86,93.66,False,-2.5,-110.0,1.910,5.14,6.34,True
0,nba.g.2022120719,2022-12-07-10:00,LA Clippers,Orlando,"-6.5, O/U 216.5",216.5,77.55,78.25,-110,1.910,True,216.5,22.45,21.75,-110,1.910,False,-275,1.370,88.68,85.95,False,210,3.150,11.32,14.05,True,-6.5,-110.0,1.910,79.47,74.27,False,6.5,-110.0,1.910,20.53,25.73,True
0,nba.g.2022120721,2022-12-07-10:00,Boston,Phoenix,"-1.5, O/U 230.5",230.5,80.89,82.23,-110,1.910,False,230.5,19.11,17.77,-110,1.910,True,105,2.050,72.88,58.34,True,-125,1.800,27.13,41.66,False,1.5,-110.0,1.910,68.56,69.72,True,-1.5,-110.0,1.910,31.44,30.28,False
0,nba.g.2022120726,2022-12-07-10:00,Golden State,Utah,"-5.5, O/U 230.5",228.5,,,-135,1.750,True,228.5,,,110,2.100,False,180,2.800,,,False,-225,1.450,,,True,5.5,-110.0,1.910,,,True,-5.5,-110.0,1.910,,,False
0,nba.g.2022120728,2022-12-07-10:00,LA Lakers,Toronto,"-12.5, O/U 228.5",228.5,75.69,71.86,-110,1.910,True,228.5,24.3,28.14,-110,1.910,False,525,6.250,49.41,15.86,False,-750,1.130,50.58,84.14,True,12.5,-110.0,1.910,70.89,75.32,False,-12.5,-110.0,1.910,29.11,24.68,True
0,nba.g.2022120729,2022-12-07-10:00,Oklahoma City,Memphis,"-8.5, O/U 232.5",232.5,63.75,63.85,-110,1.910,False,232.5,36.25,36.15,-110,1.910,True,260,3.600,6.7,7.71,False,-350,1.300,93.31,92.29,True,8.5,-115.0,1.870,67.86,72.95,False,-8.5,-105.0,1.950,32.14,27.05,True
0,nba.g.2022120814,2022-12-08-10:00,LA Clippers,Miami,"-6.5, O/U 210.5",210.5,84.3,87.78,-115,1.870,True,210.5,15.71,12.22,-105,1.950,False,200,3.000,55.06,12.69,False,-250,1.400,44.94,87.31,True,6.5,-110.0,1.910,38.54,55.11,True,-6.5,-110.0,1.910,61.46,44.89,False
0,nba.g.2022120822,2022-12-08-10:00,Denver,Portland,"-1.5, O/U 227.5",227.5,79.81,83.48,-110,1.910,True,227.5,20.19,16.52,-110,1.910,False,-120,1.830,48.5,47.3,True,100,2.000,51.48,52.7,False,-1.5,-110.0,1.910,75.43,79.86,False,1.5,-110.0,1.910,24.57,20.14,True
