,game_id,game_date,away_team,home_team,pregame_odds,total_over_points,total_over_stake_percentage,total_over_wager_percentage,total_over_odds,total_over_decimal_odds,total_over_won,total_under_points,total_under_stake_percentage,total_under_wager_percentage,total_under_odds,total_under_decimal_odds,total_under_won,money_away_odds,money_away_decimal_odds,money_away_stake_percentage,money_away_wager_percentage,money_away_won,money_home_odds,money_home_decimal_odds,money_home_stake_percentage,money_home_wager_percentage,money_home_won,spread_away_points,spread_away_odds,spread_away_decimal_odds,spread_away_stake_percentage,spread_away_wager_percentage,spread_away_won,spread_home_points,spread_home_odds,spread_home_decimal_odds,spread_home_stake_percentage,spread_home_wager_percentage,spread_home_won
0,nba.g.2024102326,2024-10-23-10:00,Memphis,Utah,"-2.5, O/U 229.5",229.5,80.78,79.16,-110,1.910,True,229.5,19.22,20.84,-110,1.910,False,-140,1.720,82.27,73.24,True,115,2.150,17.73,26.76,False,-2.5,-105,1.950,42.98,38.89,False,2.5,-115,1.870,57.02,61.11,True
0,nba.g.2024102328,2024-10-23-10:00,Cleveland,Toronto,"-6.5, O/U 224.5",224.5,85.27,83.1,-115,1.870,True,224.5,14.73,16.9,-105,1.950,False,-250,1.400,82.9,83.28,True,200,3.000,17.1,16.72,False,-6.5,-110,1.910,44.86,40.7,True,6.5,-110,1.910,55.14,59.3,False
0,nba.g.2024102406,2024-10-24-10:00,San Antonio,Dallas,"-8.5, O/U 227.5",227.5,54.39,81.09,-105,1.950,True,227.5,45.61,18.91,-115,1.870,False,300,4.000,11.3,4.69,False,-375,1.260,88.7,95.31,True,8.5,-110,1.910,33.73,32.44,False,-8.5,-110,1.910,66.27,67.56,True
0,nba.g.2024102407,2024-10-24-10:00,Oklahoma City,Denver,"-2.5, O/U 229.5",229.5,91.39,84.78,-105,1.950,False,229.5,8.61,15.22,-115,1.870,True,115,2.150,24.77,20.23,True,-140,1.720,75.23,79.77,False,2.5,-115,1.870,40.84,40.97,True,-2.5,-105,1.950,59.16,59.03,False
0,nba.g.2024102423,2024-10-24-10:00,Minnesota,Sacramento,"-1.5, O/U 222.5",222.5,80.76,85.37,-110,1.910,True,222.5,19.24,14.63,-110,1.910,False,100,2.000,73.21,58.19,True,-120,1.830,26.79,41.81,False,1.5,-110,1.910,82.09,79.71,True,-1.5,-110,1.910,17.91,20.29,False
0,nba.g.2024102427,2024-10-24-10:00,Boston,Washington,"-13.5, O/U 231.5",231.5,80.78,84.79,-105,1.950,False,231.5,19.22,15.21,-115,1.870,True,-1100,1.090,88.66,93.62,True,700,8.000,11.34,6.38,False,-13.5,-115,1.870,82.99,71.63,True,13.5,-105,1.950,17.01,28.37,False
0,nba.g.2024102501,2024-10-25-10:00,Charlotte,Atlanta,"-5.5, O/U 226.5",226.5,87.02,91.92,-110,1.910,True,226.5,12.98,8.08,-110,1.910,False,185,2.850,23.56,10.59,False,-225,1.440,76.44,89.41,True,5.5,-110,1.910,64.21,63.41,True,-5.5,-110,1.910,35.79,36.59,False
0,nba.g.2024102505,2024-10-25-10:00,Detroit,Cleveland,"-10.5, O/U 224.5",224.5,82.81,84.21,-110,1.910,False,224.5,17.19,15.79,-110,1.910,True,400,5.000,13.04,4.95,False,-550,1.180,86.96,95.05,True,10.5,-105,1.950,42.69,40.37,False,-10.5,-115,1.870,57.31,59.63,True
0,nba.g.2024102510,2024-10-25-10:00,Memphis,Houston,"-3.5, O/U 226.5",226.5,90.64,90.36,-105,1.950,True,226.5,9.36,9.64,-115,1.870,False,145,2.450,55.08,26.67,False,-175,1.570,44.92,73.33,True,3.5,-105,1.950,80.94,83.79,False,-3.5,-115,1.870,19.06,16.21,True
0,nba.g.2024102513,2024-10-25-10:00,Phoenix,LA Lakers,"-1.5, O/U 227.5",227.5,90.73,93.24,-110,1.910,True,227.5,9.27,6.76,-110,1.910,False,100,2.000,39.19,21.86,False,-120,1.830,60.81,78.14,True,1.5,-110,1.910,51.75,56.24,False,-1.5,-110,1.910,48.25,43.76,True
0,nba.g.2024102515,2024-10-25-10:00,Chicago,Milwaukee,"-9.5, O/U 233.5",233.5,71.03,71.56,-115,1.870,True,233.5,28.97,28.44,-105,1.950,False,333,4.330,9.79,6.13,True,-450,1.220,90.21,93.87,False,9.5,-110,1.910,44.53,48.19,True,-9.5,-110,1.910,55.47,51.81,False
0,nba.g.2024102518,2024-10-25-10:00,Indiana,New York,"-4.5, O/U 229.5",229.5,93.18,92.95,-110,1.910,False,229.5,6.82,7.05,-110,1.910,True,155,2.550,14.37,16.27,False,-190,1.530,85.63,83.73,True,4.5,-110,1.910,58.97,67.61,False,-4.5,-110,1.910,41.03,32.39,True
0,nba.g.2024102519,2024-10-25-10:00,Brooklyn,Orlando,"-11.5, O/U 214.5",214.5,91.11,92.82,-105,1.950,True,214.5,8.89,7.18,-115,1.870,False,450,5.500,53.56,6.46,False,-650,1.160,46.44,93.54,True,11.5,-110,1.910,45.53,49.58,False,-11.5,-110,1.910,54.47,50.42,True
0,nba.g.2024102522,2024-10-25-10:00,New Orleans,Portland,"-6.5, O/U 219.5",219.5,92.77,93.22,-110,1.910,False,219.5,7.23,6.78,-110,1.910,True,-250,1.400,91.79,93.93,True,200,3.000,8.21,6.07,False,-6.5,-115,1.870,70.66,68.44,False,6.5,-105,1.950,29.34,31.56,True
0,nba.g.2024102526,2024-10-25-10:00,Golden State,Utah,"-6.5, O/U 234.5",234.5,88.55,90.29,-115,1.870,False,234.5,11.45,9.71,-105,1.950,True,-250,1.400,98.6,95.87,True,200,3.000,1.4,4.13,False,-6.5,-110,1.910,79.16,82.41,True,6.5,-110,1.910,20.84,17.59,False
0,nba.g.2024102528,2024-10-25-10:00,Philadelphia,Toronto,"-5.5, O/U 220.5",220.5,89.75,90.73,-110,1.910,True,220.5,10.25,9.27,-110,1.910,False,-225,1.450,87.82,83.48,False,180,2.800,12.18,16.52,True,-5.5,-110,1.910,60.84,57.52,False,5.5,-110,1.910,39.16,42.48,True
0,nba.g.2024102604,2024-10-26-10:00,Oklahoma City,Chicago,"-9.5, O/U 232.5",232.5,84.34,82.88,-105,1.950,False,232.5,15.66,17.12,-115,1.870,True,-400,1.250,87.02,85.17,True,310,4.100,12.98,14.83,False,-9.5,-110,1.910,41.24,39.79,True,9.5,-110,1.910,58.76,60.21,False
0,nba.g.2024102607,2024-10-26-10:00,LA Clippers,Denver,"-7.5, O/U 218.5",218.5,83.77,85.66,-105,1.950,False,218.5,16.23,14.34,-115,1.870,True,260,3.600,18.04,8.71,True,-350,1.300,81.96,91.29,False,7.5,-110,1.910,61.06,62.66,True,-7.5,-110,1.910,38.94,37.34,False
0,nba.g.2024102608,2024-10-26-10:00,Boston,Detroit,"-12.5, O/U 224.5",224.5,78.16,85.14,-115,1.870,True,224.5,21.84,14.86,-105,1.950,False,-900,1.110,96.65,95.24,True,575,6.750,3.35,4.76,False,-12.5,-105,1.950,78.4,86.19,False,12.5,-115,1.870,21.6,13.81,True
0,nba.g.2024102613,2024-10-26-10:00,Sacramento,LA Lakers,"-1.5, O/U 230.5",230.5,87.11,86.94,-115,1.870,True,230.5,12.89,13.06,-105,1.950,False,-120,1.830,9.57,9.44,False,100,2.000,90.43,90.56,True,-1.5,-105,1.950,35.21,26.49,False,1.5,-115,1.870,64.79,73.51,True
0,nba.g.2024102616,2024-10-26-10:00,Toronto,Minnesota,"-14.5, O/U 219.5",219.5,84.61,84.84,-110,1.910,False,219.5,15.39,15.16,-110,1.910,True,725,8.250,23.31,6.81,False,-1200,1.080,76.69,93.19,True,14.5,-105,1.950,49.76,57.23,True,-14.5,-115,1.870,50.24,42.77,False
0,nba.g.2024102621,2024-10-26-10:00,Dallas,Phoenix,"-3.5, O/U 229.5",229.5,85.49,86.11,-115,1.870,False,229.5,14.51,13.89,-105,1.950,True,-160,1.620,77.33,75.74,False,135,2.350,22.67,24.26,True,-3.5,-110,1.910,51.17,49.69,False,3.5,-110,1.910,48.83,50.31,True
0,nba.g.2024102624,2024-10-26-10:00,Houston,San Antonio,"-1.5, O/U 222.5",222.5,91.72,87.46,-115,1.870,False,222.5,8.28,12.54,-105,1.950,True,-120,1.830,39.13,59.11,False,100,2.000,60.87,40.89,True,-1.5,-110,1.910,63.62,66.22,False,1.5,-110,1.910,36.38,33.78,True
0,nba.g.2024102627,2024-10-26-10:00,Cleveland,Washington,"-9.5, O/U 227.5",227.5,80.13,80.21,-105,1.950,True,227.5,19.87,19.79,-115,1.870,False,-450,1.220,97.45,89.99,True,350,4.500,2.55,10.01,False,-9.5,-110,1.910,77.89,74.68,True,9.5,-110,1.910,22.11,25.32,False
0,nba.g.2024102629,2024-10-26-10:00,Orlando,Memphis,"-1.5, O/U 222.5",222.5,86.87,87.05,-105,1.950,True,222.5,13.13,12.95,-115,1.870,False,-105,1.950,60.07,47.31,False,-115,1.870,39.93,52.69,True,1.5,-120,1.830,55.02,56.93,False,-1.5,100,2.000,44.98,43.07,True
0,nba.g.2024102630,2024-10-26-10:00,Miami,Charlotte,"-5.5, O/U 222.5",222.5,72.52,81.57,-110,1.910,False,222.5,27.48,18.43,-110,1.910,True,-250,1.420,65.31,82.96,True,195,2.950,34.69,17.04,False,-5.5,-115,1.870,36.25,36.19,True,5.5,-105,1.950,63.75,63.81,False
0,nba.g.2024102709,2024-10-27-10:00,LA Clippers,Golden State,"-8.5, O/U 221.5",221.5,96.01,95.21,-110,1.910,False,221.5,3.99,4.79,-110,1.910,True,310,4.100,15.37,6.44,True,-400,1.250,84.63,93.56,False,8.5,-105,1.950,32.81,41.06,True,-8.5,-115,1.870,67.19,58.94,False
0,nba.g.2024102711,2024-10-27-10:00,Philadelphia,Indiana,"-8.5, O/U 230.5",230.5,91.31,90.14,-105,1.950,True,230.5,8.69,9.86,-115,1.870,False,280,3.800,50.8,10.6,True,-350,1.280,49.2,89.4,False,8.5,-115,1.870,37.83,42.59,True,-8.5,-105,1.950,62.17,57.41,False
0,nba.g.2024102717,2024-10-27-10:00,Milwaukee,Brooklyn,"-8.5, O/U 227.5",227.5,91.67,90.78,-110,1.910,False,227.5,8.33,9.22,-110,1.910,True,-375,1.260,93.78,90.13,False,290,3.900,6.22,9.87,True,-8.5,-110,1.910,77.77,70.9,False,8.5,-110,1.910,22.23,29.1,True
0,nba.g.2024102722,2024-10-27-10:00,New Orleans,Portland,"-6.5, O/U 221.5",221.5,79.56,78.75,-110,1.910,True,221.5,20.44,21.25,-110,1.910,False,-250,1.400,89.84,84.62,False,200,3.000,10.16,15.38,True,-6.5,-110,1.910,61.72,64.7,False,6.5,-110,1.910,38.28,35.3,True
0,nba.g.2024102725,2024-10-27-10:00,Atlanta,Oklahoma City,"-10.5, O/U 230.5",230.5,88.27,88.98,-110,1.910,True,230.5,11.73,11.02,-110,1.910,False,400,5.000,15.9,9.12,False,-550,1.180,84.1,90.88,True,10.5,-105,1.950,64.99,68.79,False,-10.5,-115,1.870,35.01,31.21,True
0,nba.g.2024102801,2024-10-28-10:00,Washington,Atlanta,"-7.5, O/U 234.5",234.5,61.01,57.49,-115,1.870,True,234.5,38.99,42.51,-105,1.950,False,240,3.400,6.43,9.02,True,-300,1.330,93.57,90.98,False,7.5,-110,1.910,59.18,60.36,True,-7.5,-110,1.910,40.82,39.64,False
0,nba.g.2024102802,2024-10-28-10:00,Milwaukee,Boston,"-9.5, O/U 232.5",232.5,85.2,84.79,-105,1.950,False,232.5,14.8,15.21,-115,1.870,True,310,4.100,3.65,6.79,False,-400,1.250,96.35,93.21,True,9.5,-115,1.870,35.91,40.01,False,-9.5,-105,1.950,64.09,59.99,True
0,nba.g.2024102806,2024-10-28-10:00,Utah,Dallas,"-11.5, O/U 232.5",232.5,60.02,56.77,-105,1.950,False,232.5,39.98,43.23,-115,1.870,True,500,6.000,19.25,4.65,False,-700,1.140,80.75,95.35,True,11.5,-110,1.910,40.95,40.36,True,-11.5,-110,1.910,59.05,59.64,False
0,nba.g.2024102814,2024-10-28-10:00,Detroit,Miami,"-8.5, O/U 219.5",219.5,79.97,81.6,-110,1.910,False,219.5,20.03,18.4,-110,1.910,True,290,3.900,9.25,7.13,False,-375,1.260,90.75,92.87,True,8.5,-110,1.910,61.1,63.98,True,-8.5,-110,1.910,38.9,36.02,False
0,nba.g.2024102818,2024-10-28-10:00,Cleveland,New York,"-2.5, O/U 222.5",222.5,85.96,83.53,-110,1.910,False,222.5,14.04,16.47,-110,1.910,True,125,2.250,20.9,26.47,True,-150,1.670,79.1,73.53,False,2.5,-105,1.950,57.32,57.96,True,-2.5,-115,1.870,42.68,42.04,False
0,nba.g.2024102819,2024-10-28-10:00,Indiana,Orlando,"-5.5, O/U 225.5",224.5,85.22,83.35,-115,1.870,True,224.5,14.78,16.65,-105,1.950,False,170,2.700,29.03,16.1,False,-210,1.480,70.97,83.9,True,5.5,-115,1.870,53.78,53.38,True,-5.5,-105,1.950,46.22,46.62,False
0,nba.g.2024102821,2024-10-28-10:00,LA Lakers,Phoenix,"-4.5, O/U 229.5",229.5,90.44,90.66,-110,1.910,False,229.5,9.56,9.34,-110,1.910,True,155,2.550,51.68,34.88,False,-190,1.530,48.32,65.12,True,4.5,-110,1.910,71.47,79.51,True,-4.5,-110,1.910,28.53,20.49,False
0,nba.g.2024102823,2024-10-28-10:00,Portland,Sacramento,"-12.5, O/U 231.5",231.5,86.38,85.03,-110,1.910,False,231.5,13.62,14.97,-110,1.910,True,550,6.500,29.14,7.41,False,-800,1.120,70.86,92.59,True,12.5,-105,1.950,58.14,62.81,False,-12.5,-115,1.870,41.86,37.19,True
0,nba.g.2024102824,2024-10-28-10:00,Houston,San Antonio,"-2.5, O/U 219.5",219.5,87.22,86.38,-115,1.870,False,219.5,12.78,13.62,-105,1.950,True,-145,1.700,63.85,63.21,True,120,2.200,36.15,36.79,False,-2.5,-110,1.910,60.64,56.25,True,2.5,-110,1.910,39.36,43.75,False
0,nba.g.2024102828,2024-10-28-10:00,Denver,Toronto,"-8.5, O/U 223.5",223.5,81.62,78.18,-115,1.870,True,223.5,18.38,21.82,-105,1.950,False,-375,1.260,79.9,81.69,True,290,3.900,20.1,18.31,False,-8.5,-110,1.910,57.88,54.49,False,8.5,-110,1.910,42.12,45.51,True
0,nba.g.2024102829,2024-10-28-10:00,Chicago,Memphis,"-5.5, O/U 231.5",231.5,67.37,68.77,-115,1.870,True,231.5,32.63,31.23,-105,1.950,False,170,2.700,23.95,14.45,True,-210,1.480,76.05,85.55,False,5.5,-110,1.910,66.64,79.12,True,-5.5,-110,1.910,33.36,20.88,False
0,nba.g.2024102909,2024-10-29-10:00,New Orleans,Golden State,"-1.5, O/U 217.5",217.5,92.94,94.53,-110,1.910,True,217.5,7.06,5.47,-110,1.910,False,-135,1.750,52.23,42.86,False,110,2.100,47.77,57.14,True,-1.5,-115,1.870,54.81,45.43,False,1.5,-105,1.950,45.19,54.57,True
0,nba.g.2024102916,2024-10-29-10:00,Dallas,Minnesota,"-4.5, O/U 220.5",220.5,90.67,89.7,-110,1.910,True,220.5,9.33,10.3,-110,1.910,False,145,2.450,35.09,20.95,True,-175,1.570,64.91,79.05,False,4.5,-115,1.870,73.96,74.16,True,-4.5,-105,1.950,26.04,25.84,False
0,nba.g.2024102917,2024-10-29-10:00,Denver,Brooklyn,"-5.5, O/U 219.5",219.5,93.61,93.33,-105,1.950,True,219.5,6.39,6.67,-115,1.870,False,-225,1.450,86.77,80.23,True,180,2.800,13.23,19.77,False,-5.5,-110,1.910,65.93,65.12,False,5.5,-110,1.910,34.07,34.88,True
0,nba.g.2024102926,2024-10-29-10:00,Sacramento,Utah,"-6.5, O/U 234.5",234.5,55.78,56.32,-115,1.870,False,234.5,44.22,43.68,-105,1.950,True,-250,1.400,71.14,85.9,True,200,3.000,28.86,14.1,False,-6.5,-110,1.910,60.9,60.5,True,6.5,-110,1.910,39.1,39.5,False
0,nba.g.2024103004,2024-10-30-10:00,Orlando,Chicago,"-5.5, O/U 227.5",227.5,70.68,71.54,-110,1.910,False,227.5,29.32,28.46,-110,1.910,True,-225,1.440,57.04,73.99,False,185,2.850,42.96,26.01,True,-5.5,-115,1.870,37.93,37.12,False,5.5,-105,1.950,62.07,62.88,True
0,nba.g.2024103005,2024-10-30-10:00,LA Lakers,Cleveland,"-4.5, O/U 226.5",226.5,85.36,84.51,-110,1.910,True,226.5,14.64,15.49,-110,1.910,False,145,2.450,43.18,31.89,False,-175,1.570,56.82,68.11,True,4.5,-115,1.870,81.83,82.2,False,-4.5,-105,1.950,18.17,17.8,True
0,nba.g.2024103009,2024-10-30-10:00,New Orleans,Golden State,"-3.5, O/U 218.5",218.5,97.16,96.71,-115,1.870,False,218.5,2.84,3.29,-105,1.950,True,135,2.350,29.23,14.77,False,-165,1.600,70.77,85.23,True,3.5,-110,1.910,39.48,27.14,False,-3.5,-110,1.910,60.52,72.86,True
0,nba.g.2024103011,2024-10-30-10:00,Boston,Indiana,"-6.5, O/U 236.5",236.5,81.53,80.83,-105,1.950,True,236.5,18.47,19.17,-115,1.870,False,-275,1.360,97.08,91.76,False,220,3.200,2.92,8.24,True,-6.5,-115,1.870,81.43,75.71,False,6.5,-105,1.950,18.57,24.29,True
0,nba.g.2024103012,2024-10-30-10:00,Portland,LA Clippers,"-8.5, O/U 218.5",218.5,92.2,91.73,-110,1.910,False,218.5,7.8,8.27,-110,1.910,True,260,3.600,4.21,4.38,True,-350,1.300,95.79,95.62,False,8.5,-115,1.870,32.43,33.93,True,-8.5,-105,1.950,67.57,66.07,False
0,nba.g.2024103014,2024-10-30-10:00,New York,Miami,"-1.5, O/U 215.5",215.5,88.38,88.72,-105,1.950,True,215.5,11.62,11.28,-115,1.870,False,-125,1.800,62.14,50.63,True,105,2.050,37.86,49.37,False,-1.5,-115,1.870,40.72,42.12,True,1.5,-105,1.950,59.28,57.88,False
0,nba.g.2024103020,2024-10-30-10:00,Detroit,Philadelphia,"-3.5, O/U 219.5",219.5,86.16,85.83,-110,1.910,False,219.5,13.84,14.17,-110,1.910,True,150,2.500,8.24,9.83,True,-185,1.550,91.76,90.17,False,3.5,-105,1.950,29.06,29.95,True,-3.5,-115,1.870,70.94,70.05,False
0,nba.g.2024103025,2024-10-30-10:00,San Antonio,Oklahoma City,"-12.5, O/U 220.5",220.5,88.19,88.02,-115,1.870,False,220.5,11.81,11.98,-105,1.950,True,525,6.250,20.87,5.24,False,-750,1.130,79.13,94.76,True,12.5,-110,1.910,45.55,42.15,True,-12.5,-110,1.910,54.45,57.85,False
0,nba.g.2024103027,2024-10-30-10:00,Atlanta,Washington,"-5.5, O/U 233.5",233.5,77.9,79.99,-110,1.910,True,233.5,22.1,20.01,-110,1.910,False,-225,1.450,61.0,73.95,False,180,2.800,39.0,26.05,True,-5.5,-105,1.950,46.1,40.04,False,5.5,-115,1.870,53.9,59.96,True
0,nba.g.2024103029,2024-10-30-10:00,Brooklyn,Memphis,"-11.5, O/U 226.5",226.5,82.06,82.27,-110,1.910,False,226.5,17.94,17.73,-110,1.910,True,475,5.750,25.98,8.06,True,-650,1.150,74.02,91.94,False,11.5,-105,1.950,75.17,77.47,True,-11.5,-115,1.870,24.83,22.53,False
0,nba.g.2024103030,2024-10-30-10:00,Toronto,Charlotte,"-6.5, O/U 225.5",225.5,84.36,84.67,-105,1.950,True,225.5,15.64,15.33,-115,1.870,False,220,3.200,37.12,16.85,False,-275,1.360,62.88,83.15,True,6.5,-110,1.910,73.23,75.65,True,-6.5,-110,1.910,26.77,24.35,False
0,nba.g.2024103106,2024-10-31-10:00,Houston,Dallas,"-6.5, O/U 225.5",225.5,87.88,88.78,-115,1.870,False,225.5,12.12,11.22,-105,1.950,True,220,3.200,6.12,7.2,True,-275,1.360,93.88,92.8,False,6.5,-105,1.950,10.76,11.76,True,-6.5,-115,1.870,89.24,88.24,False
0,nba.g.2024103112,2024-10-31-10:00,Phoenix,LA Clippers,"-4.5, O/U 219.5",219.5,85.23,87.83,-115,1.870,True,219.5,14.77,12.17,-105,1.950,False,-185,1.550,57.68,77.04,True,150,2.500,42.32,22.96,False,-4.5,-105,1.950,79.92,79.14,True,4.5,-115,1.870,20.08,20.86,False
0,nba.g.2024103126,2024-10-31-10:00,San Antonio,Utah,"-2.5, O/U 219.5",219.5,81.44,84.33,-115,1.870,False,219.5,18.56,15.67,-105,1.950,True,-140,1.720,48.09,36.98,True,115,2.150,51.91,63.02,False,-2.5,-110,1.910,58.2,57.72,True,2.5,-110,1.910,41.8,42.28,False
0,nba.g.2024103129,2024-10-31-10:00,Milwaukee,Memphis,"-6.5, O/U 230.5",230.5,76.04,78.95,-110,1.910,False,230.5,23.96,21.05,-110,1.910,True,-250,1.400,78.5,80.93,False,200,3.000,21.5,19.07,True,-6.5,-110,1.910,30.98,28.29,False,6.5,-110,1.910,69.02,71.71,True
0,nba.g.2024110101,2024-11-01-10:00,Sacramento,Atlanta,"-5.5, O/U 235.5",235.5,53.68,57.88,-110,1.910,True,235.5,46.32,42.12,-110,1.910,False,-250,1.420,62.47,72.39,True,195,2.950,37.53,27.61,False,-5.5,-115,1.870,40.83,40.92,True,5.5,-105,1.950,59.17,59.08,False
0,nba.g.2024110103,2024-11-01-10:00,Indiana,New Orleans,"-4.5, O/U 232.5",231.5,66.09,76.6,-110,1.910,True,231.5,33.91,23.4,-110,1.910,False,-185,1.550,59.95,73.89,False,150,2.500,40.05,26.11,True,-4.5,-105,1.950,60.86,55.59,False,4.5,-115,1.870,39.14,44.41,True
0,nba.g.2024110105,2024-11-01-10:00,Orlando,Cleveland,"-7.5, O/U 216.5",216.5,81.88,84.7,-105,1.950,True,216.5,18.12,15.3,-115,1.870,False,240,3.400,5.52,8.38,False,-300,1.330,94.48,91.62,True,7.5,-115,1.870,40.45,42.61,False,-7.5,-105,1.950,59.55,57.39,True
0,nba.g.2024110108,2024-11-01-10:00,New York,Detroit,"-6.5, O/U 219.5",219.5,74.31,75.88,-105,1.950,True,219.5,25.69,24.12,-115,1.870,False,-250,1.400,91.2,87.34,True,200,3.000,8.8,12.66,False,-6.5,-105,1.950,52.03,58.66,True,6.5,-115,1.870,47.97,41.34,False
0,nba.g.2024110116,2024-11-01-10:00,Denver,Minnesota,"-3.5, O/U 218.5",218.5,88.63,90.62,-110,1.910,True,218.5,11.37,9.38,-110,1.910,False,135,2.350,63.79,25.87,False,-160,1.620,36.21,74.13,True,3.5,-110,1.910,56.63,57.6,True,-3.5,-110,1.910,43.37,42.4,False
0,nba.g.2024110117,2024-11-01-10:00,Chicago,Brooklyn,"-1.5, O/U 227.5",227.5,87.94,84.54,-115,1.870,True,227.5,12.06,15.46,-105,1.950,False,100,2.000,74.71,34.92,False,-120,1.830,25.29,65.08,True,1.5,-110,1.910,57.74,56.17,False,-1.5,-110,1.910,42.26,43.83,True
0,nba.g.2024110122,2024-11-01-10:00,Oklahoma City,Portland,"-11.5, O/U 220.5",221.5,76.1,76.98,-105,1.950,True,221.5,23.9,23.02,-115,1.870,False,-650,1.160,76.7,93.43,True,450,5.500,23.3,6.57,False,-11.5,-105,1.950,63.23,59.92,True,11.5,-115,1.870,36.77,40.08,False
0,nba.g.2024110128,2024-11-01-10:00,LA Lakers,Toronto,"-8.5, O/U 232.5",232.5,74.16,73.27,-110,1.910,True,232.5,25.84,26.73,-110,1.910,False,-400,1.250,89.34,90.84,True,310,4.100,10.66,9.16,False,-8.5,-115,1.870,49.68,43.75,False,8.5,-105,1.950,50.32,56.25,True
0,nba.g.2024110130,2024-11-01-10:00,Boston,Charlotte,"-10.5, O/U 232.5",232.5,72.7,68.53,-115,1.870,True,232.5,27.3,31.47,-105,1.950,False,-500,1.200,92.14,92.97,True,375,4.750,7.86,7.03,False,-10.5,-110,1.910,72.16,67.03,True,10.5,-110,1.910,27.84,32.97,False
